Constituency,Youth_Electorate_Pct,Senior_Electorate_Pct,First_Time_Voter_Pct,Male_Pop,Female_Pop,Female_to_Male_Ratio,Female_Pop_Pct,Pucca_Pct,Semi_Pucca_Pct,Kancha_Pct,Jhupri_Pct,Extreme_Poverty_Pct,Wealth_Polarization_Index,Organized_Learning_Pct,Sanitation_Pct,Electricity_Pct,Clean_Fuel_Pct,NEET_Youth_Pct,Financial_Inclusion_Pct,Internet_Pct,Winning_Party,Winner_Name,Winner_Votes,RunnerUp_Votes,Voter_Turnout_Pct,Total_Valid_Votes,Total_Registered_Voters,YES_Pct,NO_Pct,Coalition,Winner_Vote_Share_Pct,Victory_Margin_Pct,Digital_Youth_Index,Urban_Proxy,WPI_Log,Infrastructure_Composite,Deprivation_Index
Chattogram-12,40.98,12.32,15.55,198164.0,199508.0,100.68,50.17,32.54,17.36,48.33,1.77,50.1,0.65,57.94,64.8,99.4,32.22,25.54,44.01,34.6,Bangladesh Nationalist Party,Mohammad Enamul Haque,135044.0,28999.0,54.77,186663.0,349495.0,31.13,68.87,BNP_COALITION,72.34642109041428,56.8109373576981,1417.908,10.484388,0.5007752879124893,65.47333333333333,37.82
Dhaka-13,42.78,8.21,12.63,203164.5,168342.5,83.84,45.6,82.32,10.56,6.88,0.24,7.12,11.73,55.99,57.4,99.78,91.59,23.85,59.56,55.84,Bangladesh Nationalist Party,Bobby Hajjaj,88387.0,86067.0,44.26,174504.0,403173.0,77.57,22.43,BNP_COALITION,50.65041489020309,1.3294824187411176,2388.8352,75.396888,2.543961412569315,82.92333333333333,15.485000000000001
Chattogram-14,42.38,12.12,16.85,112659.33,124334.0,109.12,52.18,33.8,18.38,47.38,0.44,47.82,0.77,66.18,62.86,99.52,19.45,33.75,45.34,36.12,Bangladesh Nationalist Party,Alhaj Jasim Uddin Ahmed,76493.0,75467.0,59.19,178022.0,308240.0,59.24,40.76,BNP_COALITION,42.96828481873027,0.5763332621810787,1530.7656,6.5741,0.5709795465857378,60.60999999999999,40.785
Habiganj-2,41.13,13.75,15.79,80194.67,85187.33,105.24,51.27,8.57,10.98,79.37,1.08,80.45,0.11,44.93,38.48,99.38,15.12,39.57,37.62,20.8,Bangladesh Nationalist Party,Abu Mansur Sakhawat Hasan,126583.0,65762.0,50.84,194023.0,391917.0,,,BNP_COALITION,65.24123428665673,31.347314493642507,855.5040000000001,1.2957839999999998,0.10436001532424277,50.99333333333333,60.010000000000005
Jhalokati-2,35.94,15.86,13.94,97748.5,104650.0,107.3,51.75,20.07,10.01,68.63,1.28,69.91,0.29,61.7,71.92,99.32,9.54,33.16,53.64,25.48,Bangladesh Nationalist Party,Israt Sultana Elen Bhutto,113419.0,70556.0,58.96,209049.0,360997.0,73.2,26.8,BNP_COALITION,54.25474410305717,20.503805327937467,915.7511999999999,1.9146779999999999,0.2546422183735807,60.26,51.535
Kishoreganj-3,38.57,16.57,15.0,120160.0,129026.0,107.07,51.7,3.26,10.0,86.32,0.42,86.74,0.04,48.78,38.5,99.4,6.48,37.62,27.54,17.31,Bangladesh Nationalist Party,Dr. Muhammad Osman Faruq,112466.0,102476.0,51.95,226659.0,445468.0,70.05,29.95,BNP_COALITION,49.61903123193873,4.407502018450624,667.6467,0.211248,0.039220713153281295,48.126666666666665,62.17999999999999
Lakshmipur-1,39.48,15.09,14.82,82918.0,100452.0,116.55,53.78,36.26,8.97,54.49,0.28,54.77,0.69,49.45,61.11,99.58,5.9,39.84,43.41,29.17,Bangladesh Nationalist Party,Md. Shahadat Hossain,86811.0,59265.0,57.63,153600.0,274261.0,67.95,32.05,BNP_COALITION,56.517578125,17.93359375,1151.6316,2.13934,0.5247285289349821,55.53,47.30500000000001
Cumilla-5,42.33,12.58,16.92,93712.33,105960.67,112.29,52.89,28.58,19.76,51.44,0.22,51.67,0.64,56.04,62.01,99.58,19.35,37.07,42.3,35.81,Bangladesh Nationalist Party,Md. Jasim Uddin,134485.0,124547.0,56.53,255743.0,463839.0,70.94,29.06,BNP_COALITION,52.58599453357472,3.885932361785073,1515.8373000000001,5.53023,0.49469624183610705,60.31333333333333,44.370000000000005
Dhaka-4,43.07,8.39,13.9,106751.0,93043.0,85.24,46.0,77.97,11.65,10.22,0.16,10.38,19.27,46.04,64.5,99.83,96.6,30.56,46.96,47.63,Bangladesh Jamaat-e-Islami,Syed Zainul Abedin,77367.0,74447.0,45.17,159538.0,358685.0,,,JAMAAT_REFORM,48.49440258747133,1.8302849477867342,2051.4241,75.31902,3.0091419604639085,86.97666666666665,20.47
Feni-3,40.76,14.81,15.63,130769.5,153015.5,117.05,53.93,29.32,12.84,56.48,1.37,57.86,0.52,59.35,60.3,99.68,10.56,40.34,45.01,41.36,Bangladesh Nationalist Party,Abdul Awwal Mintoo,157425.0,108160.0,55.13,264747.0,492154.0,61.73,38.27,BNP_COALITION,59.462430169180394,18.608331728027135,1685.8336,3.0961920000000003,0.41871033485818504,56.84666666666667,49.1
Jashore-2,33.64,14.49,12.3,141173.5,149023.5,105.28,51.28,38.01,15.28,46.1,0.62,46.72,0.82,61.81,65.13,99.76,4.06,37.24,45.76,27.89,Bangladesh Jamaat-e-Islami,Mohammad Mosleh Uddin Farid,180965.0,146447.0,70.53,329870.0,477556.0,69.06,30.94,JAMAAT_REFORM,54.85949010216146,10.464122229969382,938.2196,1.5432059999999999,0.598836501088704,56.31666666666666,41.980000000000004
Lakshmipur-4,42.69,13.35,16.24,86222.67,89454.0,103.73,50.92,5.39,11.95,81.97,0.7,82.67,0.07,53.37,49.87,99.39,17.81,35.98,46.15,23.26,Bangladesh Nationalist Party,A. B. M. Ashraf Uddin (Nizan),115199.0,73756.0,57.33,229494.0,412291.0,70.79,29.21,BNP_COALITION,50.19695504021892,18.058424185381753,992.9694000000001,0.9599589999999999,0.06765864847381481,55.69,59.325
Naogaon-1,35.36,12.26,12.0,100427.33,100323.67,99.51,49.87,7.1,5.31,87.48,0.11,87.59,0.08,52.62,51.01,99.55,3.01,39.79,44.53,15.28,Bangladesh Nationalist Party,Md. Mostafizur Rahman,173864.0,153816.0,77.48,356567.0,471022.0,67.45,32.55,BNP_COALITION,48.76054149710994,5.622505728236208,540.3008,0.21370999999999998,0.07696104113612832,51.19,63.69
Nilphamari-1,37.6,13.18,14.26,103061.33,103441.0,99.72,49.93,6.6,22.19,70.96,0.25,71.21,0.12,65.12,57.91,99.19,6.65,33.9,52.44,18.82,Bangladesh Jamaat-e-Islami,Md. Abdus Sattar,150824.0,119059.0,65.02,290779.0,456603.0,,,JAMAAT_REFORM,51.868945143906544,10.924103872700574,707.6320000000001,0.4389,0.11332868530700317,54.583333333333336,52.55499999999999
Netrokona-2,38.65,15.26,14.66,149281.5,152780.0,102.42,50.6,6.22,14.67,78.15,0.96,79.1,0.09,47.86,46.24,99.46,14.09,34.96,43.4,18.27,Bangladesh Nationalist Party,Md. Anwarul Haque,171399.0,67367.0,53.49,257275.0,497322.0,65.85,34.15,BNP_COALITION,66.62093091050433,40.436109221649986,706.1355,0.8763979999999999,0.08617769624105233,53.26333333333333,57.03
Cumilla-1,38.15,15.39,15.72,68111.25,76963.75,115.63,53.59,23.99,9.88,65.92,0.2,66.12,0.4,53.56,61.85,99.39,9.37,38.79,43.6,33.76,Bangladesh Nationalist Party,Dr. Khandaker Mosharraf Hossain,141440.0,94845.0,56.82,239274.0,430015.0,75.49,24.51,BNP_COALITION,59.11214757976211,19.47349064252698,1287.944,2.2478629999999997,0.33647223662121295,56.870000000000005,52.455
Sherpur-1,36.5,14.87,13.98,505712.5,527071.5,103.62,50.89,3.8,13.58,82.36,0.26,82.62,0.05,59.11,47.94,99.39,10.98,34.89,41.76,18.4,Bangladesh Jamaat-e-Islami,Md. Rashedul Islam Rashed,127811.0,78342.0,60.97,266869.0,445941.0,80.2,19.8,JAMAAT_REFORM,47.892786348358186,18.536810195264344,671.5999999999999,0.41723999999999994,0.04879016416943201,52.76999999999999,58.755
Barisal-3,36.24,16.0,13.85,56663.67,64116.67,110.92,52.57,18.82,13.12,67.22,0.84,68.06,0.3,61.72,73.4,99.61,10.39,33.79,46.93,25.4,Bangladesh Nationalist Party,Zainul Abedin,80930.0,61192.0,53.19,170347.0,327420.0,75.06,24.94,BNP_COALITION,47.508908287202004,11.58693725160995,920.496,1.9553980000000002,0.26236426446749106,61.133333333333326,50.925
Barishal-2,35.34,15.99,12.94,54002.5,56528.0,112.99,52.8,29.18,11.26,57.44,2.11,59.55,0.75,63.77,74.44,99.45,7.56,32.54,54.52,27.88,Bangladesh Nationalist Party,Sardar Sarfuddin Ahmed,141622.0,74082.0,59.63,222654.0,380706.0,62.38,37.62,BNP_COALITION,63.6063129339693,30.334060919633153,985.2792000000001,2.2060079999999997,0.5596157879354227,60.48333333333333,46.045
Chattogram-2,41.31,13.65,16.89,155459.5,166871.5,109.82,52.33,30.84,13.38,55.3,0.47,55.78,0.56,59.34,68.93,98.23,14.19,37.68,37.81,37.29,Bangladesh Nationalist Party,Sarwar Alamgir,139831.0,65550.0,46.49,216452.0,480777.0,57.33,42.67,BNP_COALITION,64.601389684549,34.3175392234768,1540.4499,4.376196,0.44468582126144574,60.45000000000001,46.730000000000004
Moulvibazar-1,43.47,11.47,17.17,74402.0,82828.0,109.76,52.32,17.9,36.36,44.83,0.92,45.74,0.55,57.56,62.23,97.81,18.64,35.58,39.21,35.0,Bangladesh Nationalist Party,Nasir Uddin Ahmed,98277.0,78214.0,57.3,185256.0,331253.0,,,BNP_COALITION,53.049293949993526,10.829878654402556,1521.45,3.33656,0.4382549309311553,59.56,40.66
Mymensingh-11,42.6,10.43,12.95,297854.0,286099.0,96.05,48.99,8.52,37.65,53.69,0.14,53.83,0.16,51.27,62.97,99.53,20.75,32.47,47.05,29.22,Bangladesh Nationalist Party,Fakhr Uddin Ahmed,111230.0,66016.0,57.57,199527.0,355146.0,66.81,33.19,BNP_COALITION,55.74684127962632,22.66059230079137,1244.772,1.7679,0.14842000511827327,61.083333333333336,43.15
Bhola-3,38.91,14.9,13.82,105009.0,110912.0,104.28,51.03,5.33,8.72,85.14,0.81,85.94,0.06,50.72,69.1,98.12,2.93,40.98,42.14,24.98,Bangladesh Nationalist Party,"Hafiz Uddin Ahmed, Bir Bikram",145990.0,57351.0,55.93,210055.0,385569.0,68.47,31.53,BNP_COALITION,69.50084501678133,42.197995763014454,971.9717999999999,0.156169,0.058268908123975775,56.71666666666667,63.459999999999994
Chattogram-9,44.45,8.59,15.55,87854.0,83708.0,95.71,48.9,70.16,21.86,7.56,0.42,7.98,13.77,49.16,76.84,99.68,94.08,22.56,49.42,48.59,Bangladesh Nationalist Party,Mir Mohammad Helal Uddin,147054.0,46589.0,41.81,168391.0,412535.0,55.66,44.34,BNP_COALITION,87.32889524974613,59.66173964166731,2159.8255000000004,66.006528,2.6925980965432883,90.2,15.27
Narayanganj- 2,41.98,12.21,15.73,233585.0,233929.0,100.15,50.04,16.29,18.55,64.9,0.26,65.16,0.25,55.82,62.52,99.67,12.13,33.61,50.04,31.55,Bangladesh Nationalist Party,Md. Nazrul Islam Azad,124291.0,81054.0,65.05,230073.0,359597.0,79.19,20.81,BNP_COALITION,54.02241897136996,18.792731002768686,1324.4689999999998,1.975977,0.22314355131420976,58.10666666666666,49.385
Satkhira-2,36.06,12.95,12.17,421764.5,423424.25,99.65,49.91,39.08,21.42,38.82,0.68,39.5,1.55,59.68,62.67,99.66,15.08,34.87,51.99,30.7,Bangladesh Jamaat-e-Islami,Muhammad Abdul Khaleq,266959.0,116293.0,73.75,385172.0,529410.0,77.17,22.83,JAMAAT_REFORM,69.30903596315412,39.11655052807576,1107.0420000000001,5.893263999999999,0.9360933591703348,59.13666666666666,37.185
Sylhet-1,45.37,10.19,15.67,445562.2,456134.2,98.89,49.71,46.24,30.54,22.66,0.56,23.22,3.3,53.3,67.16,99.56,67.61,29.49,45.73,44.21,Bangladesh Nationalist Party,Khandaker Abdul Muqtadir,176936.0,134983.0,47.51,310328.0,668507.0,,,BNP_COALITION,57.01580263463174,13.518921914877163,2005.8076999999998,31.262864,1.4586150226995167,78.11,26.354999999999997
Chattogram-6,39.53,13.24,14.43,189682.0,206668.0,108.95,52.14,41.33,16.9,40.92,0.84,41.76,0.99,66.03,69.57,99.67,38.56,35.66,43.66,40.53,Bangladesh Nationalist Party,Giasuddin Qader Chowdhury,112237.0,27146.0,48.84,159730.0,335990.0,65.41,34.59,BNP_COALITION,70.26670005634507,53.27177111375446,1602.1509,15.936848,0.688134638736401,69.26666666666667,38.709999999999994
Barishal-1,36.4,15.56,13.48,66355.0,70520.33,105.61,51.36,19.63,10.05,68.66,1.65,70.31,0.32,61.13,66.33,99.59,9.68,35.21,50.44,29.87,Bangladesh Nationalist Party,Zahir Uddin Swapan,100552.0,46263.0,61.97,196851.0,323697.0,60.26,39.74,BNP_COALITION,51.08025867280329,27.578727057520663,1087.268,1.9001839999999999,0.2776317365982795,58.53333333333334,52.760000000000005
Jhenaidah-3,32.67,15.31,11.9,65998.5,67245.25,102.54,50.61,41.39,18.22,40.32,0.08,40.4,2.01,53.03,64.21,99.81,4.07,36.15,50.82,29.56,Bangladesh Jamaat-e-Islami,Md. Matiar Rahman,175857.0,149821.0,77.86,325916.0,425606.0,63.99,36.01,JAMAAT_REFORM,53.957768259306086,7.988561469826581,965.7252,1.684573,1.1019400787607843,56.029999999999994,38.275
Khulna-1,33.61,15.76,10.68,98702.0,97489.5,98.84,49.71,11.4,15.69,68.64,4.28,72.92,0.17,64.13,63.88,99.07,10.53,35.48,56.34,25.22,Bangladesh Nationalist Party,Amir Ejaz Khan,121352.0,70346.0,68.56,204284.0,304235.0,51.13,48.87,BNP_COALITION,59.40357541461886,24.968181551173856,847.6442,1.20042,0.15700374880966475,57.82666666666666,54.2
Shariatpur-3,38.2,15.21,14.02,49899.5,54811.0,108.72,52.06,17.03,14.76,67.9,0.31,68.21,0.29,59.38,69.9,99.63,10.39,36.47,49.1,33.19,Bangladesh Nationalist Party,Mia Nuruddin Ahmed Apu,75423.0,48213.0,56.74,185912.0,335126.0,,,BNP_COALITION,40.569194027281725,14.63595679676406,1267.858,1.7694170000000002,0.2546422183735807,59.973333333333336,52.339999999999996
Moulvibazar-2,43.16,11.35,16.47,101348.5,112942.5,108.85,52.11,33.14,26.54,39.42,0.9,40.32,1.16,56.67,58.81,98.19,8.42,35.82,38.49,30.86,Bangladesh Nationalist Party,Nasir Uddin Ahmed,98277.0,78214.0,55.8,161450.0,297429.0,,,BNP_COALITION,60.87147723753484,12.426757510065036,1331.9175999999998,2.7903879999999996,0.7701082216960736,55.13999999999999,38.07
Barishal-6,35.72,13.67,11.92,61321.33,64597.67,104.68,51.12,31.47,20.86,45.86,1.81,47.67,1.01,65.06,42.66,99.83,16.13,29.54,55.25,28.3,Bangladesh Nationalist Party,Abul Hossain Khan,82217.0,55988.0,53.92,165162.0,311699.0,,,BNP_COALITION,49.7796103219869,15.880771606059504,1010.876,5.076111,0.6981347220709844,52.873333333333335,38.605000000000004
Jhalokati-1,33.91,17.21,13.37,60565.5,67601.5,111.57,52.73,14.29,10.74,73.85,1.12,74.97,0.19,63.18,77.02,98.92,4.06,33.53,51.76,22.71,Bangladesh Nationalist Party,Rafiqul Islam Jamal,62010.0,55120.0,57.36,126722.0,225341.0,,,BNP_COALITION,48.9338867757769,5.437098530641878,770.0961,0.5801739999999999,0.173953307123438,60.0,54.25
Chattogram-8,45.54,7.9,14.95,158247.67,149869.67,93.92,48.41,61.99,26.87,10.65,0.49,11.14,6.28,51.51,69.78,99.68,92.47,23.43,51.97,49.09,Bangladesh Nationalist Party,Ershad Ullah,152969.0,53564.0,46.83,250851.0,549133.0,46.96,53.04,BNP_COALITION,60.980023998309754,39.627109319875146,2235.5586000000003,57.322153,1.9851308622085946,87.31,17.285
Gaibandha-2,34.46,13.9,12.88,494040.33,526467.33,105.02,51.22,4.81,13.61,81.4,0.19,81.59,0.06,50.1,54.59,98.69,8.22,34.4,53.88,19.02,Bangladesh Jamaat-e-Islami,Md. Abdul Karim,121073.0,92180.0,60.12,239881.0,408000.0,,,JAMAAT_REFORM,50.47210908742251,12.044722174744978,655.4292,0.395382,0.058268908123975775,53.833333333333336,57.995000000000005
Pirojpur-2,36.12,14.91,13.42,34343.4,36072.2,102.62,50.62,21.93,14.42,62.17,1.49,63.65,0.41,62.3,65.28,99.03,9.37,34.18,54.78,26.76,Bangladesh Nationalist Party,Ahmed Sohel Manjur,105185.0,96897.0,57.33,227506.0,405297.0,67.67,32.33,BNP_COALITION,46.23394547836101,3.642980844461245,966.5712,2.0548409999999997,0.3435897043900769,57.89333333333334,48.915
Kurigram-4,36.74,13.71,13.92,56774.67,59237.33,104.59,51.12,2.34,12.61,84.69,0.36,85.05,0.03,49.24,61.33,99.02,3.41,36.04,49.14,18.97,Bangladesh Jamaat-e-Islami,Md. Mostafizur Rahman,78943.0,57947.0,62.2,219677.0,358967.0,,,JAMAAT_REFORM,35.93594231530838,9.557668759132728,696.9578,0.079794,0.0295588022415444,54.586666666666666,60.545
Kishoreganj-4,42.53,12.44,16.37,38311.33,39872.33,98.53,49.32,8.29,5.17,85.76,0.78,86.54,0.12,38.62,19.21,98.84,7.71,41.76,30.76,18.19,Bangladesh Nationalist Party,Md. Fazlur Rahman,132553.0,55646.0,50.09,198151.0,405509.0,58.64,41.36,BNP_COALITION,66.8949437550151,38.81231989745194,773.6207,0.6391589999999999,0.11332868530700317,41.92,64.15
Mymensingh-6,35.76,16.77,13.98,120480.5,128724.0,108.47,52.03,2.56,7.14,89.62,0.68,90.3,0.03,54.11,54.99,99.37,6.52,37.32,36.45,25.31,Bangladesh Jamaat-e-Islami,Md. Kamrul Hasan,77325.0,53331.0,56.92,230781.0,413309.0,77.14,22.86,JAMAAT_REFORM,33.50579120464856,10.396869759642257,905.0855999999999,0.16691199999999998,0.0295588022415444,53.62666666666667,63.81
Khulna-6,33.65,14.14,11.28,87757.0,87519.67,100.48,50.12,20.31,19.65,54.8,5.23,60.03,0.49,62.22,55.9,99.41,11.03,35.72,56.66,24.95,Bangladesh Jamaat-e-Islami,Md. Abul Kalam Azad,150724.0,124710.0,67.94,279571.0,419454.0,65.17,34.83,JAMAAT_REFORM,53.91260180776977,9.304970830307864,839.5675,2.2401929999999997,0.3987761199573678,55.446666666666665,47.875
Dhaka-6,39.48,9.72,11.72,63671.0,53107.33,82.96,45.33,93.11,5.63,1.21,0.06,1.27,79.12,55.61,74.75,99.01,96.69,21.51,56.67,60.0,Bangladesh Nationalist Party,Ishraq Hossain,78850.0,55697.0,47.45,135389.0,289435.0,68.28,31.72,BNP_COALITION,58.23959110415174,17.101093885027588,2368.7999999999997,90.028059,4.383525510797617,90.14999999999999,11.39
Kurigram-1,34.61,15.43,12.66,125144.0,130398.0,104.2,51.03,1.42,8.39,90.04,0.15,90.19,0.02,47.71,48.59,99.08,2.15,41.27,43.37,13.31,Bangladesh Jamaat-e-Islami,Md. Anwarul Islam,134648.0,117356.0,64.34,353974.0,560266.0,,,JAMAAT_REFORM,38.03895201342471,4.885104555701831,460.6591,0.030529999999999998,0.019802627296179712,49.940000000000005,65.73
Manikganj-1,32.62,16.17,11.86,51679.8,54129.8,106.07,51.47,12.18,8.47,79.26,0.09,79.34,0.18,49.36,55.12,99.49,4.08,35.57,42.88,24.36,Bangladesh Nationalist Party,S. A. Jinnah Kabir,137773.0,77818.0,65.64,295005.0,457279.0,72.82,27.18,BNP_COALITION,46.70192030643548,20.323384349417807,794.6231999999999,0.496944,0.16551443847757338,52.89666666666667,57.455
Faridpur-4,37.0,15.57,13.49,86609.0,95768.5,111.11,52.63,10.4,11.76,77.39,0.44,77.83,0.14,43.44,68.68,99.46,3.62,42.34,44.38,33.89,Bangladesh Nationalist Party,Md. Shahidul Islam,127443.0,75805.0,56.46,271353.0,490975.0,56.3,43.7,BNP_COALITION,46.96576046699318,19.029824619591455,1253.93,0.37648000000000004,0.1310282624064041,57.25333333333333,60.085
Shariatpur-2,38.65,15.99,14.4,68615.5,75958.5,110.93,52.59,17.22,14.0,68.06,0.72,68.78,0.26,56.5,67.3,99.66,9.87,40.04,48.68,41.31,Bangladesh Nationalist Party,Md. Shafiqul Rahman (Kiron),129814.0,70892.0,52.07,207091.0,408455.0,,,BNP_COALITION,62.68452033164165,28.452226315967376,1596.6315,1.6996139999999997,0.23111172096338664,58.94333333333333,54.41
Thakurgaon-1,37.05,11.85,13.37,382911.67,380781.67,98.91,49.72,14.1,35.72,49.71,0.47,50.18,0.51,61.63,55.29,99.48,20.12,29.71,55.07,26.0,Bangladesh Nationalist Party,Mirza Fakhrul Islam Alamgir,238836.0,141017.0,76.51,380670.0,507200.0,,,BNP_COALITION,62.74095673417921,25.696535056610713,963.3,2.83692,0.412109650826833,58.296666666666674,39.945
Chattogram-4,42.6,9.89,14.29,1627017.0,1632339.67,97.6,49.39,41.82,19.38,38.08,0.71,38.8,1.42,53.33,63.73,99.24,60.38,30.57,47.63,42.36,Bangladesh Nationalist Party,Mohammad Aslam Chowdhury,143552.0,91404.0,56.07,242301.0,443239.0,57.75,42.25,BNP_COALITION,59.24531883896476,21.5219912422978,1804.536,25.250916000000004,0.8837675401685949,74.45,34.685
Khulna-2,38.17,11.91,12.4,512160.33,506927.67,98.52,49.62,48.79,25.78,24.31,1.12,25.43,3.15,61.59,70.55,99.79,55.16,27.26,59.47,43.98,Bangladesh Jamaat-e-Islami,Sheikh Manjurul Haque (Rahad),117709.0,66409.0,57.41,186430.0,331156.0,73.13,26.87,JAMAAT_REFORM,63.138443383575606,27.51703052083892,1678.7166,26.912563999999996,1.423108334242607,75.16666666666667,26.345
Manikganj-2,33.9,16.82,12.74,289420.25,311905.75,108.42,52.02,10.91,9.19,79.81,0.1,79.9,0.14,59.12,66.42,99.61,10.29,36.85,46.56,37.9,Bangladesh Nationalist Party,Mainul Islam Khan,175776.0,81531.0,57.73,265248.0,467487.0,77.1,22.9,BNP_COALITION,66.26854867897212,35.530899384726744,1284.81,1.122639,0.1310282624064041,58.77333333333333,58.375
Tangail-4,33.19,16.04,11.45,109082.0,117181.0,108.8,52.1,12.6,10.02,77.36,0.03,77.39,0.18,57.84,64.39,99.3,7.85,38.23,46.12,34.94,Bangladesh Nationalist Party,Md. Lutfar Rahman,105342.0,62509.0,60.88,221376.0,370039.0,67.3,32.7,BNP_COALITION,47.58510407632264,19.348529199190516,1159.6585999999998,0.9891,0.16551443847757338,57.18,57.81
Dhaka-9,39.83,8.43,12.59,127081.0,112916.5,89.0,47.09,82.06,10.32,7.39,0.24,7.62,15.54,49.5,67.4,99.75,96.11,26.28,56.81,55.26,Bangladesh Nationalist Party,Habibur Rashid,111212.0,53460.0,46.99,214245.0,463437.0,,,BNP_COALITION,51.9087960045742,26.956054983780252,2201.0058,78.867866,2.805781689595545,87.75333333333333,16.95
Chattogram-1,38.35,15.49,14.25,120046.0,129149.5,112.18,52.84,24.44,10.07,65.1,0.4,65.5,0.37,62.76,79.34,99.54,8.05,36.86,44.62,40.34,Bangladesh Nationalist Party,Nurul Amin,128799.0,84538.0,57.73,213843.0,380099.0,57.19,42.81,BNP_COALITION,60.23063649499867,20.6978951847851,1547.0390000000002,1.9674200000000002,0.31481073984003355,62.31,51.18
Chattogram-13,44.64,10.28,16.69,131161.0,130428.5,98.86,49.7,29.58,23.67,45.31,1.44,46.74,0.65,56.94,58.81,99.18,38.78,30.4,40.2,31.65,Bangladesh Nationalist Party,Sarwar Jamal Nizam,126192.0,51450.0,55.82,211546.0,392033.0,39.27,60.73,BNP_COALITION,59.65227420986452,35.33132273831696,1412.856,11.471124,0.5007752879124893,65.59,38.57
Sherpur-3,34.39,16.41,13.16,110803.0,117835.0,106.4,51.55,1.42,11.18,87.15,0.25,87.4,0.02,55.86,41.43,99.09,3.72,36.47,42.92,15.46,Islami Andolan Bangladesh,Abu Taleb Md. Saifuddin,0.0,0.0,,,,,,JAMAAT_REFORM,,,531.6694,0.052824,0.019802627296179712,48.080000000000005,61.935
Meherpur-2,31.18,14.97,12.01,154479.0,168211.0,108.89,52.13,33.0,19.51,47.34,0.15,47.49,0.69,62.01,56.74,99.61,4.33,37.66,46.99,30.8,Bangladesh Jamaat-e-Islami,Md. Nazmul Huda,94658.0,85452.0,69.9,181904.0,267563.0,80.24,19.76,JAMAAT_REFORM,52.03733837628639,5.060911249890052,960.344,1.4289,0.5247285289349821,53.56,42.575
Rajshahi-1,36.03,11.73,12.65,66424.2,68360.2,102.19,50.54,35.35,10.02,54.49,0.14,54.63,1.56,58.74,57.26,98.96,5.6,37.0,47.56,21.46,Bangladesh Jamaat-e-Islami,Md. Mujibur Rahman,171786.0,169902.0,75.07,340920.0,464701.0,,,JAMAAT_REFORM,50.388947553678285,0.5526223160858853,773.2038,1.9796,0.9400072584914712,53.94,45.815
Brahmanbaria-1,40.59,13.71,15.82,82958.5,95315.0,108.89,52.08,15.06,17.66,67.23,0.05,67.28,0.27,37.95,38.29,99.45,7.72,46.98,30.72,22.81,Bangladesh Nationalist Party,M. A. Hannan,68092.0,35220.0,54.42,145808.0,273827.0,59.41,40.59,BNP_COALITION,46.699769559969276,22.544716339295512,925.8579,1.1626319999999999,0.23901690047049992,48.48666666666667,57.129999999999995
Khulna-5,34.83,13.88,12.47,56062.8,55941.4,97.65,49.39,35.93,25.19,38.16,0.71,38.88,1.51,63.45,67.04,99.65,16.08,32.84,53.05,30.95,Bangladesh Nationalist Party,Mohammad Ali Asgar,148854.0,146246.0,75.61,294931.0,398486.0,55.97,44.03,BNP_COALITION,50.470788082636275,0.8842746269466418,1077.9885,5.777543999999999,0.9202827531436926,60.923333333333325,35.86
Tangail-2,34.55,15.67,13.29,79548.0,83124.33,99.97,49.94,4.3,7.62,85.62,2.47,88.09,0.05,56.83,62.85,99.08,6.77,34.06,46.42,24.04,Bangladesh Nationalist Party,Md. Abdus Salam Pintu,198213.0,60871.0,64.41,261936.0,413561.0,68.4,31.6,BNP_COALITION,75.67230163093275,52.43341885040621,830.5819999999999,0.29111,0.04879016416943201,56.23333333333334,61.075
Narayanganj- 1,44.51,9.04,14.66,367008.0,337820.0,92.05,47.93,36.32,26.14,37.27,0.27,37.54,0.97,55.4,54.72,99.18,10.3,33.33,48.18,20.36,Bangladesh Nationalist Party,Mustafizur Rahman Bhuiyan,156358.0,91690.0,63.9,253971.0,405300.0,78.21,21.79,BNP_COALITION,61.565296825228074,25.46274968401904,906.2235999999999,3.74096,0.6780335427498971,54.73333333333334,35.435
Narsingdi-4,39.37,14.4,15.49,103345.0,110242.0,106.67,51.61,7.72,24.33,67.83,0.12,67.95,0.11,53.59,60.43,99.09,6.53,36.42,42.43,23.56,Bangladesh Nationalist Party,Sardar Md. Sakhawat Hossain,163392.0,78744.0,60.37,250062.0,422835.0,,,BNP_COALITION,65.34059553230799,33.85080500035991,927.5571999999999,0.504116,0.10436001532424277,55.35,52.185
Natore-3,36.0,10.86,11.67,95137.5,95659.5,95.41,48.79,34.52,16.54,48.9,0.03,48.94,1.54,45.92,54.89,99.69,4.92,39.78,44.36,19.88,Bangladesh Nationalist Party,Md. Anwarul Islam,119768.0,66492.0,71.45,227108.0,324773.0,,,BNP_COALITION,52.736143156559876,23.458442679253924,715.68,1.6983840000000001,0.9321640810304452,53.16666666666666,44.36
Rajshahi-6,33.59,14.01,12.14,62248.75,62889.75,100.79,50.19,13.95,36.21,49.66,0.18,49.84,0.3,58.03,65.05,99.68,7.64,31.76,49.94,21.32,Bangladesh Nationalist Party,Md. Abu Sayeed Chand,148672.0,92965.0,70.89,243242.0,352876.0,,,BNP_COALITION,61.121023507453486,22.901883720739015,716.1388000000001,1.06578,0.26236426446749106,57.45666666666667,40.800000000000004
