Constituency,Youth_Electorate_Pct,Senior_Electorate_Pct,First_Time_Voter_Pct,Male_Pop,Female_Pop,Female_to_Male_Ratio,Female_Pop_Pct,Pucca_Pct,Semi_Pucca_Pct,Kancha_Pct,Jhupri_Pct,Extreme_Poverty_Pct,Wealth_Polarization_Index,Organized_Learning_Pct,Sanitation_Pct,Electricity_Pct,Clean_Fuel_Pct,NEET_Youth_Pct,Financial_Inclusion_Pct,Internet_Pct,Winning_Party,Winner_Name,Winner_Votes,RunnerUp_Votes,Voter_Turnout_Pct,Total_Valid_Votes,Total_Registered_Voters,YES_Pct,NO_Pct,Coalition,Winner_Vote_Share_Pct,Victory_Margin_Pct,Digital_Youth_Index,Urban_Proxy,WPI_Log,Infrastructure_Composite,Deprivation_Index
Kurigram-3,33.81,16.85,12.81,76478.0,79572.75,106.66,51.59,2.54,13.56,83.47,0.43,83.9,0.03,48.15,54.54,98.97,5.1,34.49,53.11,17.18,Bangladesh Jamaat-e-Islami,Md. Mahbubul Alam,105594.0,77963.0,61.77,222236.0,366368.0,,,JAMAAT_REFORM,47.514354110045176,12.43317914289314,580.8558,0.12954,0.0295588022415444,52.87,59.19500000000001
Narayanganj- 4,47.56,5.47,15.71,20239.0,18495.0,91.38,47.75,69.86,25.43,4.64,0.07,4.71,14.8,58.91,52.45,99.81,30.14,33.84,48.19,31.21,National Citizen Party,Abdullah Al Amin,106171.0,80619.0,49.61,259998.0,536086.0,80.34,19.66,JAMAAT_REFORM,40.835314117800905,9.827767905906969,1484.3476,21.055804,2.760009940032921,60.79999999999999,19.275000000000002
Natore-1,30.84,15.18,11.01,73533.0,75629.0,102.1,50.52,5.5,25.72,68.7,0.08,68.78,0.09,56.32,59.64,99.66,5.72,31.7,53.0,20.97,Bangladesh Nationalist Party,Farzana Sharmin,102726.0,90568.0,74.52,267353.0,365482.0,,,BNP_COALITION,38.423357882649526,4.547545754115346,646.7148,0.3146,0.08617769624105233,55.00666666666667,50.24
Pabna-2,33.71,16.31,12.93,76010.5,78598.0,105.48,51.33,8.4,7.77,83.72,0.11,83.83,0.1,48.95,53.79,99.69,3.02,36.15,52.13,24.26,Bangladesh Nationalist Party,A. K. M. Selim Reza Habib,215406.0,77242.0,61.94,297907.0,492471.0,,,BNP_COALITION,72.30645805570195,46.37823213284683,817.8046,0.25368,0.09531017980432487,52.166666666666664,59.989999999999995
Gaibandha-4,32.27,15.61,12.33,266536.0,276565.0,103.76,50.92,4.61,20.98,74.16,0.25,74.41,0.06,55.84,42.81,99.03,4.77,34.97,50.88,17.55,Bangladesh Nationalist Party,Mohammad Shamim Kaisar,72727.0,63379.0,62.94,285505.0,464871.0,,,BNP_COALITION,25.47310905238087,3.2741983502915883,566.3385000000001,0.21989699999999998,0.058268908123975775,48.870000000000005,54.69
Satkhira-4,34.13,16.23,13.14,24682.0,24764.33,110.47,52.42,10.61,12.47,75.89,1.03,76.92,0.16,62.07,68.36,99.69,2.96,40.12,55.9,25.4,Bangladesh Jamaat-e-Islami,G. M. Nazrul Islam,106913.0,85426.0,67.7,196772.0,295843.0,68.1,31.9,JAMAAT_REFORM,54.33344174984246,10.919744679121013,866.902,0.31405599999999995,0.14842000511827327,57.00333333333334,58.519999999999996
Dhaka-19,38.82,10.76,12.72,17969.0,17627.0,98.1,49.52,57.06,31.73,11.09,0.12,11.21,5.09,60.03,29.53,99.91,65.69,36.39,43.28,40.14,Bangladesh Nationalist Party,Dewan Mohammad Salauddin,101956.0,61269.0,45.45,331585.0,741552.0,,,BNP_COALITION,30.748073646274708,12.270458555121614,1558.2348,37.482714,1.8066480817218056,65.04333333333334,23.8
Chuadanga-2,34.86,12.72,12.13,67929.5,69335.25,102.8,50.69,41.5,18.03,40.16,0.3,40.46,1.2,48.11,59.04,99.55,9.63,37.56,42.49,25.26,Bangladesh Jamaat-e-Islami,Md. Ruhul Amin,208011.0,163877.0,78.22,374416.0,487203.0,75.6,24.4,JAMAAT_REFORM,55.55611939660699,11.787423614375454,880.5636000000001,3.9964500000000003,0.7884573603642702,56.07333333333333,39.010000000000005
Khulna-4,37.75,13.83,14.05,42562.5,42992.25,102.09,50.49,22.74,32.88,43.54,0.84,44.39,2.61,58.78,63.4,99.66,9.88,36.03,52.67,25.46,Bangladesh Nationalist Party,Rakibul Islam,74845.0,66010.0,66.64,243845.0,373879.0,67.5,32.5,BNP_COALITION,30.693678361254072,3.6232032643687586,961.115,2.246712,1.2837077723447896,57.64666666666667,40.21
Pabna-3,31.9,15.07,12.46,75491.5,77739.0,104.08,51.0,22.32,17.51,60.08,0.08,60.16,1.89,53.77,62.04,99.6,6.21,34.13,50.18,20.63,Bangladesh Jamaat-e-Islami,Mohammad Ali Asgar,147475.0,144206.0,70.17,332618.0,482796.0,,,JAMAAT_REFORM,44.33764859388247,0.9828091083465116,658.097,1.386072,1.0612565021243408,55.949999999999996,47.144999999999996
Kishoreganj-2,37.89,15.6,15.11,148265.5,168938.5,113.99,53.27,7.08,23.52,69.14,0.26,69.4,0.1,61.68,52.86,99.2,7.98,39.64,35.61,28.96,Bangladesh Nationalist Party,Advocate Md. Jalal Uddin,143669.0,120975.0,52.37,268412.0,525004.0,71.64,28.36,BNP_COALITION,53.5255502734602,8.454912597052292,1097.2944,0.564984,0.09531017980432487,53.346666666666664,54.52
Sirajganj-2,39.26,13.66,14.01,19451.0,20413.0,105.64,51.36,7.18,17.0,75.76,0.06,75.82,0.1,56.22,62.26,99.87,5.04,31.6,46.69,22.55,Bangladesh Nationalist Party,Md. Abdul Aziz,170551.0,135386.0,69.39,318050.0,466033.0,,,BNP_COALITION,53.62395849709165,11.056437667033485,885.313,0.36187199999999997,0.09531017980432487,55.72333333333333,53.709999999999994
Narail-2,34.11,16.62,12.46,59428.5,65106.0,101.47,50.28,18.88,10.24,70.32,0.55,70.88,0.27,46.4,69.23,99.66,6.32,37.33,49.75,26.64,Bangladesh Jamaat-e-Islami,Md. Ataur Rahman,118142.0,78457.0,64.58,245463.0,386162.0,63.03,36.97,JAMAAT_REFORM,48.130268105580065,16.167406085642234,908.6904,1.193216,0.23901690047049992,58.40333333333333,54.105
Sunamganj-2,40.22,14.76,15.52,62083.67,62915.0,100.42,50.1,4.25,11.69,83.74,0.32,84.06,0.05,58.53,63.61,99.64,9.1,32.01,50.36,22.61,Bangladesh Nationalist Party,Md. Nasir Chowdhury,99522.0,63220.0,54.68,162929.0,304327.0,,,BNP_COALITION,61.08304844441443,22.28087080875719,909.3742,0.38675,0.04879016416943201,57.449999999999996,58.035
Rajbari-1,35.41,15.23,13.08,277179.0,290501.33,105.66,51.37,9.29,16.22,74.19,0.3,74.49,0.13,53.09,59.55,99.3,5.58,36.02,48.39,26.64,Bangladesh Nationalist Party,Ali Newaz Mahmud Khaiyam,154541.0,101092.0,63.11,262860.0,425152.0,64.36,35.64,BNP_COALITION,58.79213269420984,20.33363767785133,943.3223999999999,0.5183819999999999,0.12221763272424921,54.81,55.254999999999995
Narail-1,34.65,15.79,12.98,108519.17,113795.83,103.96,50.96,14.76,24.82,59.82,0.6,60.41,0.25,52.39,63.78,99.19,6.9,36.49,47.75,27.48,Bangladesh Nationalist Party,Biswas Jahangir Alam,99975.0,75225.0,64.19,183326.0,291132.0,58.63,41.37,BNP_COALITION,54.53399954179985,13.500540021600866,952.182,1.01844,0.22314355131420976,56.623333333333335,48.45
Lalmonirhat-2,36.62,14.62,14.1,124832.0,126391.0,101.25,50.31,1.57,13.19,85.1,0.14,85.24,0.02,53.99,53.02,98.67,2.97,34.82,47.91,14.7,Bangladesh Nationalist Party,Md. Rokon Uddin Babul,123343.0,116236.0,64.47,271796.0,430343.0,,,BNP_COALITION,45.38072672151172,2.6148287686353,538.314,0.046629000000000004,0.019802627296179712,51.553333333333335,60.03
Netrokona-3,32.12,17.33,12.73,56268.25,59957.75,105.37,51.3,4.94,18.8,75.65,0.61,76.26,0.11,53.14,43.82,99.24,5.87,34.2,39.17,15.8,Bangladesh Nationalist Party,Rafiqul Islam Hilali,118469.0,68961.0,56.41,229723.0,416478.0,69.11,30.89,BNP_COALITION,51.57036953200158,21.55117249905321,507.496,0.289978,0.10436001532424277,49.64333333333334,55.230000000000004
Pirojpur-1,35.69,15.09,12.97,152743.5,159725.5,102.02,50.49,19.42,12.98,66.04,1.56,67.6,0.36,59.11,74.96,99.21,10.63,33.29,52.56,27.19,Bangladesh Jamaat-e-Islami,Masud Saeedi,132659.0,107105.0,62.36,236736.0,387987.0,,,JAMAAT_REFORM,56.03668221140848,10.794302514193026,970.4111,2.0643460000000005,0.3074846997479606,61.599999999999994,50.44499999999999
Kishoreganj-1,39.76,14.51,15.73,639001.33,686395.0,107.48,51.79,11.11,16.52,72.09,0.27,72.36,0.16,55.61,50.32,99.46,17.04,35.02,34.79,25.18,Bangladesh Nationalist Party,Mazharul Islam,124035.0,101132.0,49.35,262385.0,548732.0,69.23,30.77,BNP_COALITION,47.27213827009928,8.728776416334776,1001.1568,1.8931439999999997,0.14842000511827327,55.60666666666666,53.69
Bhola-1,39.83,14.95,14.65,582202.5,606433.5,104.2,51.03,10.6,12.91,76.1,0.4,76.49,0.14,55.48,66.67,98.82,7.99,38.8,45.39,22.9,Bangladesh Jatiya Party,Andaleeb Rahman,105543.0,63352.0,52.2,205671.0,402861.0,76.23,23.77,BNP_COALITION,51.31642283063728,20.513830340689744,912.1069999999999,0.84694,0.1310282624064041,57.826666666666675,57.644999999999996
Cumilla-4,42.14,11.2,16.48,86480.33,99931.0,114.97,53.48,45.17,14.53,39.85,0.45,40.3,3.32,50.49,63.93,99.61,5.96,38.96,44.74,29.95,National Citizen Party,Md. Abul Hasnat,166583.0,49885.0,54.19,213015.0,400454.0,81.31,18.69,JAMAAT_REFORM,78.20247400417811,54.78393540361007,1262.093,2.6921320000000004,1.463255402256019,56.5,39.629999999999995
Jashore-1,34.73,12.68,12.04,191112.0,196519.0,102.83,50.7,38.11,13.91,47.41,0.56,47.97,0.79,59.15,55.39,99.69,4.71,39.47,40.88,26.24,Bangladesh Jamaat-e-Islami,Mohammad Azizur Rahman,119093.0,93542.0,70.44,213480.0,308417.0,,,JAMAAT_REFORM,55.7864905377553,11.968802698145026,911.3151999999999,1.794981,0.5822156198526637,53.26333333333333,43.72
Manikganj-3,32.91,16.63,12.86,93375.0,99830.0,106.91,51.67,7.51,8.24,84.22,0.03,84.25,0.09,57.11,65.5,99.82,8.78,33.19,46.0,30.03,Bangladesh Nationalist Party,Afroza Khanam,167345.0,64242.0,67.79,263154.0,395852.0,78.49,21.51,BNP_COALITION,63.5920411622092,39.179719859853925,988.2873,0.6593779999999999,0.08617769624105233,58.03333333333333,58.72
Mymensingh-4,41.21,12.88,15.22,1133788.33,1165240.67,100.83,50.19,20.49,21.02,57.99,0.5,58.49,0.72,57.0,63.37,99.34,19.34,33.02,48.87,31.04,Bangladesh Nationalist Party,Md. Abu Wahab Akand Wahid,179668.0,171880.0,54.36,363664.0,688969.0,72.88,27.12,BNP_COALITION,49.404945224162965,2.141537243169519,1279.1584,3.962766,0.5423242908253616,60.68333333333334,45.755
Bhola-2,39.74,15.59,14.78,106901.5,116718.0,108.98,52.15,10.7,10.85,77.77,0.68,78.45,0.14,55.45,67.71,98.68,3.88,40.14,46.42,23.68,Bangladesh Nationalist Party,Md. Hafiz Ibrahim,119085.0,93703.0,55.84,212333.0,391281.0,73.92,26.08,BNP_COALITION,56.08407548520484,11.953864919725149,941.0432000000001,0.41516,0.1310282624064041,56.75666666666666,59.295
Dhaka-8,44.76,8.97,10.54,38157.0,26340.75,73.42,41.54,93.16,4.99,1.75,0.1,1.85,77.89,62.28,64.59,99.76,96.05,13.26,74.36,75.12,Bangladesh Nationalist Party,Mirza Abbas Uddin Ahmed,59366.0,54127.0,42.96,111975.0,266482.0,72.25,27.75,BNP_COALITION,53.01719133735209,4.678722929225273,3362.3712,89.48018,4.368054477106998,86.80000000000001,7.555
Barishal-4,38.27,16.01,14.14,75843.33,80655.0,106.16,51.48,10.9,15.51,73.06,0.53,73.59,0.18,56.24,66.55,99.12,5.62,38.64,42.13,21.07,Bangladesh Nationalist Party,Md. Rajib Ahsan,128322.0,74684.0,57.86,237213.0,417517.0,69.05,30.95,BNP_COALITION,54.095686155480514,22.611745562005456,806.3489000000001,0.61258,0.16551443847757338,57.09666666666667,56.115
Chattogram-16,44.68,11.39,17.86,268702.0,268853.0,100.06,50.01,15.02,10.17,68.84,5.98,74.82,0.2,51.85,39.27,98.66,15.42,33.78,39.62,33.45,Bangladesh Jamaat-e-Islami,Mohammad Jahirul Islam,93167.0,83105.0,58.57,232402.0,404559.0,60.51,39.49,JAMAAT_REFORM,40.08872557034793,4.329566871197322,1494.546,2.316084,0.18232155679395462,51.11666666666667,54.3
Mymensingh-9,37.15,16.41,14.79,202593.0,218684.0,107.94,51.91,3.97,11.52,84.08,0.43,84.51,0.05,58.29,63.97,99.59,13.88,35.2,48.3,30.14,Bangladesh Nationalist Party,Yaser Khan Chowdhury,85761.0,71168.0,51.52,191928.0,381273.0,74.9,25.1,BNP_COALITION,44.683943978992126,7.603372097870034,1119.701,0.5510360000000001,0.04879016416943201,59.14666666666667,59.855000000000004
Bhola-4,41.47,13.09,14.81,152516.0,151751.5,99.47,49.87,4.16,6.37,88.95,0.52,89.47,0.05,48.97,59.3,93.93,2.07,41.25,36.04,15.6,Bangladesh Nationalist Party,Mohammad Nurul Islam,189351.0,81437.0,60.36,294100.0,498239.0,63.55,36.45,BNP_COALITION,64.38320299217953,36.69296157769466,646.932,0.08611200000000001,0.04879016416943201,51.76666666666667,65.36
Jashore-6,32.93,14.3,11.87,140335.0,140589.0,100.18,50.05,22.86,27.45,49.16,0.52,49.68,0.46,57.91,62.28,99.63,3.27,37.19,43.24,20.92,Bangladesh Jamaat-e-Islami,Gazi Enamul Haque,132876.0,85045.0,77.88,173231.0,226423.0,62.12,37.88,JAMAAT_REFORM,76.70451593536953,27.611108866196005,688.8956000000001,0.747522,0.3784364357202451,55.06,43.435
Madaripur-2,38.42,14.37,14.33,196960.4,216692.6,109.09,52.17,25.29,16.52,58.01,0.17,58.19,0.56,59.72,74.57,99.85,19.09,36.29,50.47,40.33,Bangladesh Nationalist Party,Md. Jahandar Ali Mia,61744.0,46476.0,43.86,182938.0,431003.0,50.12,49.88,BNP_COALITION,33.75132558571757,8.345997004449595,1549.4786,4.8278609999999995,0.44468582126144574,64.50333333333333,47.239999999999995
Kushtia-1,46.77,8.8,16.48,742.0,605.0,81.54,44.91,53.57,12.7,32.54,1.19,33.73,1.59,63.04,39.92,90.57,8.51,33.12,40.21,20.14,Bangladesh Nationalist Party,Reza Ahmed,165909.0,86682.0,69.84,274142.0,400902.0,,,BNP_COALITION,60.51936587607882,28.899986138570522,941.9478000000001,4.558807,0.9516578757114464,46.333333333333336,33.425
Pabna-5,36.73,13.57,13.54,904751.0,905778.0,99.34,49.83,19.8,16.12,63.92,0.18,64.09,0.32,51.72,59.78,99.63,19.27,32.24,49.76,28.33,Bangladesh Nationalist Party,Md. Shamsur Rahman Shimul Biswas,181925.0,164994.0,67.83,349031.0,524173.0,,,BNP_COALITION,52.12287733754308,4.850858519730339,1040.5609,3.81546,0.2776317365982795,59.56,48.165000000000006
Faridpur-1,36.13,14.26,13.8,75299.75,79768.25,126.39,54.96,23.94,17.3,58.59,0.16,58.76,0.77,50.61,66.84,99.5,3.29,37.35,44.95,24.63,Bangladesh Jamaat-e-Islami,Md. Ilias Mollah,154145.0,126476.0,63.74,315975.0,505679.0,62.17,37.83,JAMAAT_REFORM,48.78392277870084,8.756705435556611,889.8819,0.787626,0.5709795465857378,56.54333333333333,48.055
Chattogram-3,41.06,13.88,15.44,156008.0,171545.0,109.96,52.37,9.85,10.77,78.87,0.51,79.38,0.12,48.87,76.25,97.85,8.49,41.51,35.69,38.98,Bangladesh Nationalist Party,Mostafa Kamal Pasha,73037.0,39662.0,45.99,114857.0,255700.0,65.59,34.41,BNP_COALITION,63.589506952123074,29.057871962527315,1600.5188,0.8362649999999999,0.11332868530700317,60.86333333333334,60.44499999999999
Madaripur-3,37.47,16.46,15.02,53762.33,60358.33,111.09,52.62,16.37,9.17,74.31,0.14,74.46,0.23,64.48,79.97,99.83,6.5,37.58,48.64,36.06,Bangladesh Nationalist Party,Anisur Rahman,96188.0,84646.0,51.67,192836.0,381687.0,61.28,38.72,BNP_COALITION,49.880727664958826,5.985396917588003,1351.1682,1.06405,0.20701416938432615,62.1,56.019999999999996
Habiganj-3,43.7,12.12,16.27,291733.8,309701.8,105.99,51.42,19.25,27.53,53.04,0.18,53.21,0.73,53.13,55.69,99.51,32.4,34.94,39.41,29.66,Bangladesh Nationalist Party,Alhaj Md. G. K. Gaus,142348.0,45568.0,50.99,206953.0,416322.0,60.8,39.2,BNP_COALITION,68.78276710170908,46.76424115620455,1296.142,6.236999999999999,0.5481214085096876,62.53333333333333,44.075
Mymensingh-8,38.27,15.65,15.31,198257.0,206341.0,104.08,51.0,4.09,11.39,84.13,0.38,84.51,0.05,56.39,63.98,99.58,16.96,31.85,48.16,29.59,Bangladesh Nationalist Party,Lutfullah-el-Mazed,107577.0,45791.0,55.71,187821.0,345746.0,71.54,28.46,BNP_COALITION,57.27634290095357,32.89621501323069,1132.4093,0.693664,0.04879016416943201,60.17333333333334,58.18000000000001
Narayanganj- 3,39.68,11.32,14.11,141849.5,134187.5,103.6,50.79,31.81,15.02,53.04,0.13,53.17,0.6,56.24,56.78,99.07,20.08,33.02,47.79,25.49,Bangladesh Nationalist Party,Azharul Islam Mannan,155400.0,134918.0,57.3,328578.0,586763.0,78.17,21.83,BNP_COALITION,47.29470627978745,6.233527503362976,1011.4431999999999,6.387447999999999,0.4700036292457356,58.64333333333334,43.095
Satkhira-3,36.87,13.67,13.24,56832.16,56918.47,99.98,49.87,26.91,18.39,53.67,1.04,54.7,2.68,58.28,59.15,99.23,8.05,36.63,50.91,27.14,Bangladesh Jamaat-e-Islami,Hafez Md. Rabiul Bashar,184233.0,105379.0,70.93,346879.0,497759.0,68.95,31.05,JAMAAT_REFORM,53.11160375808279,22.732422545037316,1000.6518,2.166255,1.3029127521808397,55.47666666666667,45.665000000000006
Naogaon-5,32.7,14.14,11.67,798399.0,817770.0,102.28,50.56,20.06,21.98,57.83,0.12,57.96,0.39,57.0,61.02,99.52,13.68,35.88,51.55,24.74,Bangladesh Nationalist Party,Md. Zahidul Islam Dhalu,129385.0,43367.0,67.88,238502.0,359360.0,75.72,24.28,BNP_COALITION,54.24902097257046,36.06594493966508,808.998,2.744208,0.3293037471426004,58.07333333333333,46.92
Chattogram-10,42.53,8.27,13.7,114526.5,105850.75,92.63,48.08,63.51,25.02,11.06,0.41,11.47,7.04,50.13,68.09,99.35,93.98,26.19,51.58,51.48,Bangladesh Nationalist Party,Saeed Al Noman,122978.0,76919.0,43.2,205131.0,486308.0,64.93,35.07,BNP_COALITION,59.95095816819496,22.45345657165421,2189.4444,59.686698,2.084429083190875,87.14,18.830000000000002
Cox's Bazar-1,46.57,9.57,18.52,146120.33,147219.67,99.91,49.97,22.16,16.13,54.9,6.81,61.71,0.47,53.81,62.29,99.55,16.09,32.92,48.56,25.89,Bangladesh Nationalist Party,Salahuddin Ahmed,222019.0,129728.0,66.97,349540.0,530855.0,61.12,38.88,BNP_COALITION,63.51748011672483,26.40355896320879,1205.6973,3.565544,0.3852624007906449,59.31,47.315
Habiganj-1,43.38,13.08,16.73,99544.0,105016.0,104.99,51.21,16.05,27.84,55.85,0.27,56.11,0.34,47.81,56.11,98.87,20.8,39.93,35.27,27.49,Bangladesh Nationalist Party,Reza Kibria,111999.0,56132.0,45.87,206663.0,462623.0,62.98,37.02,BNP_COALITION,54.19402602304234,27.032898970788192,1192.5162,3.3384000000000005,0.29266961396282,58.59333333333334,48.019999999999996
Tangail-1,32.63,16.1,12.42,129675.0,133563.5,103.87,50.94,5.65,11.15,82.98,0.22,83.2,0.07,57.98,61.49,99.57,6.02,36.35,44.44,22.96,Bangladesh Nationalist Party,Fakir Mahbub Anam,153932.0,94462.0,65.59,278612.0,433693.0,63.34,36.66,BNP_COALITION,55.249594418043735,21.345096406472084,749.1848000000001,0.34013,0.06765864847381481,55.693333333333335,59.775000000000006
Naogaon-2,30.98,14.48,10.64,111101.0,111345.0,100.16,50.04,9.84,11.3,78.66,0.2,78.86,0.12,60.06,52.82,99.57,4.31,37.86,50.04,17.71,Bangladesh Jamaat-e-Islami,Md. Enamul Haque,141526.0,134533.0,76.8,276991.0,370259.0,65.61,34.39,JAMAAT_REFORM,51.094078868988525,2.5246307641764534,548.6558,0.424104,0.11332868530700317,52.23333333333333,58.36
Nilphamari-4,38.11,12.71,13.99,120604.67,121344.0,100.54,50.13,12.37,41.1,46.2,0.33,46.53,0.67,65.13,57.83,99.46,25.85,32.31,51.28,24.64,Bangladesh Jamaat-e-Islami,Abdul Muntakim,126222.0,82086.0,65.72,287879.0,448646.0,,,JAMAAT_REFORM,43.8455045348914,15.331441334727439,939.0304,3.197645,0.5128236264286637,61.04666666666666,39.42
Chattogram-7,39.45,13.23,14.76,104899.67,112724.0,107.54,51.81,29.01,15.04,53.84,2.11,55.95,0.52,56.78,56.66,99.28,26.52,34.74,44.24,37.72,Bangladesh Nationalist Party,Humam Qader Chowdhury,101445.0,41719.0,55.99,171728.0,313164.0,59.06,40.94,BNP_COALITION,59.073069039411166,34.77941861548495,1488.054,7.693452,0.41871033485818504,60.82,45.345
Gazipur-4,37.08,14.01,13.64,92004.5,99606.5,107.11,51.72,9.9,44.42,45.64,0.04,45.68,0.23,69.44,67.13,99.82,5.26,34.66,42.9,36.96,Bangladesh Jamaat-e-Islami,Salah Uddin,101779.0,90390.0,61.39,195949.0,325552.0,68.74,31.26,JAMAAT_REFORM,51.941576634736585,5.8122266508122005,1370.4768,0.52074,0.20701416938432615,57.40333333333333,40.17
Magura-1,34.78,14.83,13.24,145691.83,149854.5,102.0,50.48,22.21,19.58,57.77,0.44,58.21,0.52,54.03,72.83,99.39,9.88,33.74,51.9,26.9,Bangladesh Nationalist Party,Md. Monowar Hossain,185338.0,89691.0,69.23,289039.0,425636.0,57.41,42.59,BNP_COALITION,64.12214268662706,33.091382131823046,935.582,2.194348,0.41871033485818504,60.699999999999996,45.975
Brahmanbaria-3,42.62,13.34,17.11,666336.0,758345.33,112.37,52.9,26.15,15.11,58.61,0.13,58.74,0.5,51.87,59.45,99.71,28.34,41.22,39.36,39.08,Bangladesh Nationalist Party,Md. Khaled Hossain Mahbub,209636.0,62547.0,47.11,281855.0,614904.0,67.72,32.28,BNP_COALITION,74.37725071401961,52.186053112415955,1665.5895999999998,7.41091,0.4054651081081644,62.5,49.980000000000004
Dinajpur-3,36.44,13.22,13.35,969993.5,962151.5,98.33,49.58,14.43,29.1,56.28,0.19,56.46,0.28,66.12,56.9,99.29,16.86,28.95,56.36,24.52,Bangladesh Nationalist Party,Syed Jahangir Alam,140608.0,136239.0,69.5,280512.0,411474.0,,,BNP_COALITION,50.12548482774355,1.5575091261692904,893.5088,2.432898,0.2468600779315258,57.68333333333334,42.705
Jamalpur-5,34.3,15.58,13.38,769242.5,814677.0,106.43,51.56,7.66,14.8,77.26,0.28,77.54,0.1,56.44,50.98,99.38,10.94,33.56,45.02,21.28,Bangladesh Nationalist Party,Shah Md. Waresh Ali Mamun,199344.0,113201.0,57.15,320407.0,572639.0,,,BNP_COALITION,62.21586919137222,26.885492514208494,729.904,0.838004,0.09531017980432487,53.76666666666666,55.550000000000004
Rajshahi-2,42.25,10.07,13.03,249149.0,246287.29,95.8,48.89,58.24,24.95,16.59,0.21,16.81,8.54,65.55,68.41,99.56,49.59,22.15,61.32,44.19,Bangladesh Nationalist Party,Md. Mizanur Rahman Minu,128546.0,100370.0,63.7,227761.0,364330.0,,,BNP_COALITION,56.438986481443266,12.37086243913576,1867.0275,28.881216000000006,2.255493485460195,72.52,19.479999999999997
Natore-4,32.31,14.72,12.17,133719.5,137903.0,103.05,50.75,4.84,23.43,71.64,0.1,71.74,0.07,57.74,59.48,98.92,5.57,36.06,46.19,19.9,Bangladesh Nationalist Party,Md. Abdul Aziz,170551.0,135386.0,71.69,310878.0,442292.0,,,BNP_COALITION,54.86107090241188,11.311511268085873,642.969,0.269588,0.06765864847381481,54.656666666666666,53.9
Sirajganj-1,33.98,14.89,13.76,352922.33,359196.67,100.21,50.04,4.06,7.17,88.75,0.03,88.77,0.05,56.61,61.19,99.57,10.82,30.71,48.18,21.53,Bangladesh Nationalist Party,Md. Abdul Aziz,170551.0,135386.0,60.75,227882.0,382928.0,,,BNP_COALITION,74.84180409159126,15.431231953379381,731.5894,0.43929199999999996,0.04879016416943201,57.19333333333333,59.739999999999995
Munshiganj-3,38.88,12.96,14.54,285573.75,299360.25,102.45,50.6,28.33,9.28,62.05,0.33,62.38,0.51,57.7,62.6,99.83,52.54,35.29,44.76,42.03,Bangladesh Nationalist Party,Md. Kamruzzaman,124691.0,88936.0,55.21,270243.0,500030.0,77.58,22.42,BNP_COALITION,46.140325558848886,13.230684976114091,1634.1264,14.884581999999998,0.412109650826833,71.65666666666667,48.835
Jamalpur-1,36.11,14.58,14.02,129071.0,134935.5,104.71,51.15,2.19,8.17,89.26,0.38,89.64,0.02,50.18,45.07,98.89,3.16,38.1,40.8,14.7,Bangladesh Nationalist Party,M. Rashiduzzaman Millat,172115.0,93661.0,64.99,274580.0,428873.0,80.92,19.08,BNP_COALITION,62.683006773982086,28.572365066647244,530.817,0.069204,0.019802627296179712,49.04,63.870000000000005
Rangpur-5,31.15,16.81,11.67,263978.0,274708.0,104.06,51.0,2.22,21.75,75.92,0.11,76.03,0.03,61.58,51.4,99.22,4.26,34.93,45.42,15.02,Bangladesh Jamaat-e-Islami,Md. Golam Rabbani,175208.0,114141.0,68.14,308813.0,464741.0,,,JAMAAT_REFORM,56.73595347346129,19.774750415299874,467.873,0.094572,0.0295588022415444,51.626666666666665,55.480000000000004
Habiganj-4,44.45,11.41,16.7,75732.4,80484.4,104.83,51.17,21.7,32.35,45.69,0.26,45.95,0.64,54.01,48.71,99.0,31.2,36.69,41.33,30.76,Bangladesh Nationalist Party,S. M. Faisal,188072.0,84323.0,55.98,299070.0,547747.0,53.82,46.18,BNP_COALITION,62.88561206406526,34.6905406760959,1367.2820000000002,6.7703999999999995,0.49469624183610705,59.63666666666666,41.32
Bagerhat-1,36.66,14.86,13.3,76639.67,75580.0,98.58,49.64,13.45,15.96,69.72,0.88,70.6,0.2,57.77,73.06,99.59,4.8,35.96,52.74,24.56,Bangladesh Jamaat-e-Islami,Md. Mashirur Rahman Khan,117527.0,114323.0,66.38,242390.0,371985.0,57.67,42.33,JAMAAT_REFORM,48.48673625149552,1.3218367094352077,900.3695999999999,0.6455999999999998,0.18232155679395462,59.150000000000006,53.28
Panchagarh-2,36.25,12.56,13.4,72382.5,73436.0,100.93,50.23,6.16,30.21,63.26,0.36,63.62,0.12,60.21,59.58,99.59,9.98,34.17,53.9,23.1,Bangladesh Nationalist Party,Farhad Hossain Azad,174650.0,128862.0,77.19,312811.0,414349.0,,,BNP_COALITION,55.832435560130556,14.637592667777028,837.375,0.6147680000000001,0.11332868530700317,56.38333333333333,48.894999999999996
Thakurgaon-3,34.24,13.48,13.41,53296.0,53619.0,100.47,50.12,7.01,35.92,56.76,0.31,57.07,0.17,59.95,58.82,99.16,7.88,31.82,51.84,18.43,Bangladesh Nationalist Party,Md. Zahidur Rahman,132797.0,91934.0,72.09,254517.0,361044.0,,,BNP_COALITION,52.176082540655436,16.055116161199447,631.0432000000001,0.552388,0.15700374880966475,55.28666666666666,44.445
